   #Erot(W)cm-1    #Speed(m/s)
         543.98         431.65
         193.24         837.35
         287.36         227.00
        1256.65         408.30
         410.96         673.51
         473.94         805.13
         384.00         944.17
         651.08         185.70
         576.83         369.87
         649.35         505.24
         105.32         540.91
         397.59         847.41
          51.67         258.33
           1.90        1143.67
         813.78         527.34
         846.86         546.58
        1109.46         550.59
         666.03         763.79
        1030.71         621.85
         465.45         394.27
         286.86         823.54
         326.74         698.10
         131.57         598.57
         296.83         577.63
         213.88         528.58
         366.11         222.28
         615.30         336.15
         396.82         316.39
        1017.08         315.55
         168.64         419.39
         349.51         372.96
         210.77        1055.79
         233.48         342.03
          36.94         484.66
         241.50         251.88
         263.23         474.45
        1076.70         409.05
           2.53         118.53
         464.09         321.48
         185.16         570.55
         416.68         957.44
         654.45         522.48
         948.42         565.17
         148.60         201.69
         390.53         398.89
          49.17         361.49
         653.99         613.95
         362.80         741.41
         844.41         402.26
         664.58         660.45
        1785.71         261.58
         536.81         473.69
         264.82         730.49
          52.06         544.45
         634.30         199.55
         719.27         441.77
          74.63         503.02
         282.54         792.01
         286.79         601.69
         281.15         556.84
         107.44         296.71
         537.33         626.99
          90.50         675.61
         123.76         463.48
         685.80         830.70
         782.93         170.27
         311.34         538.61
         272.09         180.85
         176.15         473.72
         273.98         358.37
         312.69         452.59
         185.66          90.72
         703.81         360.96
         175.53         338.74
          11.65         434.38
         114.60         644.80
         969.34         504.17
         363.28          72.39
         228.81         677.25
         362.36         457.40
         123.08         361.80
         186.23         843.86
         668.61         393.70
         182.97         337.99
         291.86         579.85
         546.57         344.33
         506.07         381.41
         446.08         719.98
         317.34         479.63
         151.77         654.89
         207.48         333.71
        1104.42         498.88
         135.24         614.78
         418.33         369.89
         146.13         934.88
          99.75         396.52
         368.15         410.16
         133.95         565.00
        1053.72         877.58
         448.64         531.16
         199.84         493.80
         197.94         402.54
          22.20         552.94
         514.84         831.36
         395.76         444.78
          81.75         249.54
         158.59         367.44
        1010.40         325.27
          68.90         560.01
         393.94         676.96
         356.34         557.20
         429.62         396.92
         403.61         242.66
         336.14         232.43
         667.72         400.25
         199.57        1082.03
         200.40         589.21
         459.36         227.86
         838.36         282.61
         430.08         498.84
        1159.44         526.63
         599.98         473.77
         130.78         594.24
         361.08         535.20
          79.35         883.28
         349.10         567.44
          99.10         248.52
         220.48         282.95
         286.25         493.00
          24.97         298.74
         182.68         489.20
        1168.68         602.65
          13.41         221.67
         642.30         364.61
         733.42         454.89
         858.36         439.87
         195.34         565.93
         339.86         392.79
          99.32         420.60
         566.66         474.53
          53.52         879.77
          27.55         687.42
         201.99         817.55
        1401.15         434.57
         205.98         345.24
         116.91         273.04
         146.06         220.33
         180.23         637.40
         724.67         894.32
         240.80         700.47
        1181.88         429.99
         207.09         970.68
         241.94         445.40
         216.91         418.82
         972.11         647.35
         647.24         625.23
          49.30         162.82
         301.94         495.56
         291.62         557.06
         373.79         360.88
         726.34         401.19
         372.42         583.02
         415.44          95.55
          56.79         502.79
         450.74         345.15
          67.91         799.63
         309.31         154.97
        1019.22         739.44
         144.51         434.46
         527.67         334.34
         270.33         548.27
          98.35         495.65
          98.26         465.24
         211.53         426.45
         334.41         460.81
         376.07         264.94
         693.45         329.30
         393.26         185.55
         117.24        1059.47
         187.00         501.69
        1342.91         627.64
          72.70         637.89
         621.06         467.51
         570.80         399.73
         260.07         518.03
         477.38         547.79
         137.16         556.86
         200.07         266.10
         292.21         918.84
         520.34         508.50
         679.60         577.52
          90.32         420.66
         723.69         402.69
         171.39         398.25
          26.79         569.14
        1104.34        1024.15
         579.56         592.65
         262.07         624.58
         190.41         411.99
          49.66         338.79
         864.67         465.68
          57.18         814.67
         871.20         104.94
           8.27         863.58
         216.78        1104.79
         814.34         434.11
         139.47         414.48
         301.28         323.75
         186.39         636.57
         368.21         220.88
          81.12         527.77
         915.70         616.56
         495.90         666.35
        1697.92         472.64
         242.75         443.96
         608.52         688.53
          52.45         561.88
         278.51         525.47
         233.09        1061.32
         167.46         589.66
          83.49         612.42
         247.42         578.14
         302.90         604.11
         746.01         543.07
         160.84         699.88
         556.18         647.15
         119.67         821.07
         364.61         388.78
         320.53         436.72
         787.11         573.16
         460.69         873.15
         404.47         727.69
         177.03         479.72
         654.41         480.69
         351.95         197.00
         226.23         433.64
         293.91         505.05
          17.16         641.85
         548.21         419.21
         438.31         504.18
          30.21         407.32
          93.40         217.63
         145.38         638.48
         601.12         108.69
          18.24         514.99
         545.33         780.23
         594.33         353.03
          47.01         281.71
         174.04         304.19
          87.08         289.21
         144.06         348.36
        1051.71        1089.81
         302.89         152.42
          99.53         230.74
         177.52         360.31
          72.40         685.76
          98.92         383.19
         245.04        1112.46
         535.02         717.88
          72.07         217.48
         144.73         370.34
         785.37         179.23
         426.00         348.87
         281.24         851.90
         216.67         377.98
        1244.10         452.83
         366.99         256.19
         480.69        1152.58
         166.11         542.90
         318.30         658.15
         146.00         255.38
         888.67         226.58
         131.93         280.57
         423.45         679.60
         387.90         662.07
        1195.94        1210.39
         912.30         642.66
         188.06         552.97
         385.54         468.51
          65.56         355.81
         199.30         485.43
         222.55         597.96
         212.30         457.90
         217.22         249.04
         382.19         502.37
         762.47         299.61
         180.61         284.79
         363.02         462.76
         522.43         622.76
         109.40         555.55
         459.40         394.87
         531.38         356.92
         796.93         561.58
         323.00         573.22
         153.58         221.91
         321.20         755.17
         758.32         473.80
          71.15         583.06
         336.83         523.79
         506.97         390.22
         575.77         630.71
         700.60         749.68
         113.66         617.33
         252.45         309.16
         193.95         215.61
         387.85         487.32
         554.66         304.15
         526.76         454.80
         558.08         687.64
         232.91         445.27
         252.78         515.05
         274.05         816.52
         555.83         732.61
         431.52         595.22
         336.95         434.01
         235.13         508.57
         109.30         788.30
         119.49         463.54
         655.36         901.84
         532.99         367.07
         409.15         453.37
         298.72         434.20
        1149.25         216.74
         469.01         215.75
         946.31         454.04
         209.81         538.21
         469.12         546.71
         474.94         211.19
         131.08         345.58
          36.25         335.89
         572.22         466.03
         143.08        1048.29
         450.07         538.52
         317.91         337.89
         442.72         629.80
        1105.72         745.83
         214.58         750.54
         202.53         903.66
         288.86         282.29
         557.99         427.24
         230.01         419.38
         185.10         310.66
          38.75         170.67
         338.52         343.04
         283.37         477.84
         291.62         466.35
         222.26         414.25
         762.11         582.12
         655.84         447.10
         741.96         375.80
          69.24         697.62
         529.64         648.13
         156.75         434.02
          57.43         386.54
         274.47         385.22
         742.35         575.74
        1129.85         339.55
         224.08         461.37
         556.50         395.72
          28.67         523.69
         250.06         568.68
         296.65         790.57
         407.62         665.80
         347.37         256.33
         346.81         620.55
         357.60         631.04
          23.14         536.96
         305.86         142.96
         448.35         431.03
         661.14         595.64
         555.98         489.59
         195.90        1018.99
         705.11         676.19
         392.34         311.62
        1352.16         181.25
        1140.23         451.98
         150.44         503.59
         528.59         443.98
          23.59         381.78
         115.73         384.63
         617.61         463.19
         752.39         274.56
         825.36         798.43
          46.37         463.56
         476.21         140.49
          76.32         736.42
         153.04         249.39
         586.47         172.72
          62.91         982.37
         159.18         425.45
        2127.12         154.05
         264.50         264.67
          95.27         653.25
         357.44         541.96
         702.58         899.66
          85.94         442.96
         427.53         258.58
         378.11         374.72
         279.54         584.00
         188.36         339.47
         501.00         280.99
         444.71         966.29
         194.26         226.77
         150.61         757.14
         128.30         375.17
         377.98         274.76
         449.89         435.65
         244.59         289.30
           5.05         169.18
        1007.70         404.52
         455.17         239.94
         257.59         354.17
         101.68         603.73
         242.30         536.45
         760.07        1023.93
         525.75         150.77
         271.40         508.51
         123.43         520.20
         476.73         500.22
         487.54         727.74
         225.39         610.90
        1350.53         315.35
         511.72         338.13
         124.33         397.86
         127.84         341.07
         645.94         591.21
         711.53         545.44
         170.72         854.67
         144.70         190.82
          44.42         463.20
          15.81         445.37
         158.11         528.43
         293.80         307.36
         609.00         382.29
         365.64         110.55
         557.71         450.60
        1400.44         333.22
         316.54         627.23
         739.65         793.70
         480.51         295.94
         588.55         635.67
          99.78         527.60
         748.96         708.01
         461.81         488.57
         581.53         551.94
          76.50         360.49
         414.11          90.41
         755.54         638.25
         306.34         590.69
         168.74         461.36
         309.78         407.80
           3.09          82.40
         911.14         717.52
         171.53         703.51
        1185.10         561.12
         224.95         969.80
         190.47         703.00
         729.05         352.79
          56.16         352.53
         358.91         811.28
         351.22         294.31
         602.05         371.32
         207.42         936.00
         526.71         479.82
         118.92         986.85
         369.71         589.03
         867.03         607.74
         458.93         497.90
         244.34         225.69
         667.78         495.95
         164.17         868.77
         134.56         346.49
          85.58         324.87
          86.74         448.56
         152.55         711.22
         557.05         608.62
         744.99         527.38
          90.97         536.22
         353.71         307.20
         252.33         325.81
          77.11         516.62
         543.36         605.65
         141.90         500.81
         647.74         528.71
         672.55         356.55
         434.84         190.03
         152.08         481.34
         912.06         414.17
         274.31         372.76
         211.53         374.34
         219.22         895.55
         390.93         760.60
         945.56         937.12
         451.31         471.02
         821.06         443.84
         482.62         312.10
         141.24         648.79
         250.22         751.21
          31.56         522.46
         743.21         148.42
         924.08        1377.33
         325.64         368.81
         748.06         813.11
         134.67         300.48
           0.64         213.74
         221.78         480.83
         987.54         272.64
         754.15         308.13
         641.90         853.19
         208.16         456.68
         356.28         302.87
         410.15         858.87
         273.39         621.92
         968.55         262.87
         128.66         685.78
         252.12         653.19
         773.33         553.42
         175.03         615.66
         242.09         376.22
         207.48         549.12
         806.21         480.79
         349.72         475.29
          81.19        1017.92
         814.28         554.79
          10.40         567.50
         598.96         352.00
         415.61         630.61
         535.64         312.18
         304.63         864.41
         119.69         589.56
          28.51         611.07
          61.07         237.12
         304.41         556.62
           3.19         929.08
         914.29         718.20
         339.08         377.17
         245.41         286.87
          97.98         784.45
          79.38         565.32
          99.20         553.32
         591.73         275.71
          73.63         387.06
         395.19         308.20
         473.39         127.30
         435.27         815.81
         114.10         401.97
          68.05         394.82
         216.69         503.49
         484.20         696.12
         349.92         532.55
          97.98         238.97
          60.74         683.53
         365.12         336.89
         129.42         497.10
         135.97         206.48
         445.53         122.96
        2112.98         356.42
         416.32         298.59
         307.62         681.64
          53.20         776.17
         188.08         141.56
         130.85         503.46
         128.45         668.90
         157.39         312.21
         969.28         370.41
         345.47         152.44
         454.13         844.10
          47.53         592.56
         222.79         777.56
         399.84         898.54
         709.92         365.79
         103.93         496.84
          45.46         781.25
        1335.53         616.85
         172.30         341.74
         326.26         223.03
         173.94         583.42
         854.06         553.56
          33.11         653.53
         361.43         610.68
         125.98        1021.06
         404.63         435.39
         189.43         266.94
         531.69         474.89
         149.57         657.18
         117.37         371.18
         857.47         924.82
         153.49         234.04
         238.63         466.75
         492.68         692.26
        1049.83         276.01
         709.14         491.03
          86.65         615.12
         536.91         466.82
          84.67         264.95
         524.00         636.78
         127.39         932.30
         141.83        1009.33
         412.25         479.70
          45.88         312.54
         606.61         361.96
         185.27         829.99
         174.65         925.68
         306.49         426.03
         607.20         515.63
         255.06         661.66
         182.41         417.42
         253.63         428.80
         461.80         790.02
         136.05         659.67
         324.03         372.46
         580.96         742.60
         931.05         911.75
         669.92          67.66
         286.75         773.49
        1668.87         330.49
         123.16         257.52
         241.75         401.43
         186.93         580.15
         838.68         524.49
           8.65         590.73
         806.61         639.05
         816.21         818.49
         167.41         273.72
         372.49         591.47
          52.47         370.46
         560.28         619.08
           3.60         834.31
         327.96         971.99
         218.57         642.66
         141.75         532.02
         171.07         760.37
         176.50         357.32
         314.14         401.73
         756.80         488.97
         367.32         270.50
        1908.61         652.15
         594.38         213.29
         664.46         667.01
        1102.47         571.31
          40.38         599.33
          32.80         222.99
          52.73         465.68
         276.74         494.92
         163.65         407.30
         776.21         386.78
        1030.02         670.10
         106.06         168.73
         481.70         841.03
         191.81         319.03
         326.23         642.72
         307.55         923.43
         236.72         563.54
         483.70         259.23
         244.34         506.76
          45.65         381.60
         300.24         556.77
          55.95         697.21
         164.82         479.94
         819.88         673.86
         455.29         165.03
         274.38         481.39
         253.07         340.84
         183.97         572.29
          38.84         409.93
         140.97         505.78
         372.90         705.85
         267.03         527.79
         690.32         861.83
         250.86         987.42
         645.58         873.62
         312.37         575.16
         438.39         388.12
          81.28         392.45
         804.68         475.12
         116.63         799.85
         423.68         340.60
          90.27         516.20
         295.98         365.68
         751.85         657.38
         196.60         377.56
         506.16         359.97
         363.19         988.45
          75.28         508.57
         292.44         737.24
        1294.65         427.30
         998.72         530.14
         810.19         435.37
         327.09         342.95
         149.03         431.10
          99.10         360.33
         551.14         550.38
         196.76         491.36
         497.03         742.61
         573.32         552.23
        1355.78         346.46
         321.31         508.53
         252.29         385.17
         305.81         553.40
         153.16         782.46
         209.86         637.54
         130.12         189.27
         167.17         463.69
         573.32         628.88
         325.03         240.64
         211.31         162.76
         101.18         451.10
         180.79         616.72
         311.29         619.71
         200.50         527.27
         137.37         537.34
        1364.56         802.30
         255.27         568.24
         353.09         786.28
         181.32         755.13
         217.34         522.97
         630.06         454.39
          23.80         598.94
         245.75         454.02
         103.21         321.75
         412.67         501.12
         574.76         476.29
         183.10         381.42
         135.87         865.46
         116.95        1061.31
         219.76         843.81
         521.44         742.75
         238.41         696.90
         134.63         691.41
          84.30         181.00
         632.74         506.39
         955.63         601.04
         446.49         382.75
         438.02         530.53
          98.26         510.61
         372.86         595.01
         392.40         246.91
         162.20         573.25
         707.33         603.63
         264.72         750.34
         835.72         262.33
         208.79         405.95
         999.60         376.01
         480.67         591.44
         145.35         424.63
         335.33         377.13
         385.87         764.91
         260.89         645.15
          49.91         266.56
         136.06         435.38
         580.62         828.66
         210.24         499.25
         813.70         746.01
         558.03         104.67
         250.54         355.12
         229.22         254.59
         735.81         615.55
         288.16         426.99
         244.13         417.72
         237.41         836.35
         569.84         513.22
         703.46         366.60
         543.17         501.73
         846.46         311.96
         469.01         130.01
         570.10         492.42
         143.56         289.16
         170.31         377.10
         310.37         570.77
         564.02         169.27
        1375.57         247.60
         344.01         532.55
         684.99         537.48
         208.87         626.52
         145.66         392.78
         830.16         690.23
         191.76         705.82
         201.77         836.71
         254.90         200.89
         321.25         361.25
         246.25         564.66
         133.63         422.18
          31.16         280.84
         217.30         466.10
         392.80         659.83
         345.22         311.91
         103.36         354.72
         477.13         631.99
         221.18         570.85
         569.54         213.33
         190.84         382.31
         322.45         784.00
         348.93         208.55
         164.61         473.17
         414.14         449.96
         341.81         282.60
         307.33         372.96
         125.26         402.92
         379.83         887.80
         819.54         226.12
         548.35         616.07
         552.55         572.13
         279.39         329.63
          48.72         398.28
         462.02         478.23
         160.44         319.60
          42.81         519.82
         581.97         525.63
         112.65         835.99
         561.37         682.81
         325.40         144.39
         192.10         741.83
         776.39         202.48
         816.62         407.11
         127.00         692.41
         547.82         391.14
         452.03         437.00
         113.94         170.48
         688.10         319.76
         242.33         476.60
         571.16         543.34
          96.93         561.37
         491.57         612.20
         149.78         582.28
          42.17         756.58
         319.81        1016.45
         614.84         572.16
         543.65         573.54
         178.67         336.53
         323.45         181.97
          81.19         690.46
         260.63         490.65
          64.76         499.13
         125.56         275.39
         228.76         535.76
          55.45         859.71
         116.74         343.78
         446.98         506.98
        1195.45         405.59
         741.75         254.21
         209.08         519.39
         155.96         180.23
         230.63         413.27
         444.63         306.48
        1015.30         677.33
          37.06         156.23
        1701.57         447.25
         860.23         670.07
         741.99         463.43
         875.91         584.23
        1157.47         373.10
         690.31         459.11
         737.53         337.31
          38.94         638.84
         933.58         148.33
         457.40         389.77
         432.73         533.58
          62.92         634.91
          69.98         109.80
          10.33         860.41
         578.90         321.13
          94.90         596.95
         418.77         386.40
         206.48         871.82
         107.05         745.00
         615.12         960.45
         106.63         545.72
        1439.23         610.50
         129.69         866.67
        1408.26         392.30
        1457.48         361.17
         127.45         242.11
           9.15        1067.89
          78.98         574.28
          72.91         614.24
          64.19         224.14
         151.90         293.89
         781.87         408.99
        1042.02         630.09
         667.75         202.32
         156.82         640.20
         423.85         516.18
          30.00         666.02
          33.51         454.59
          75.95         192.53
         372.69         464.76
         441.79         758.98
        1644.10         111.01
         405.03         248.74
         191.74         904.99
         325.48         473.61
         615.42         364.33
         381.82         629.42
         749.76         496.71
         371.93         861.42
         494.19         369.54
          77.50         546.02
         628.54         442.28
         682.85         386.94
         306.98         918.47
          34.91         758.17
          61.95         528.72
          99.81         266.85
         332.60         412.08
         144.34         348.61
         476.79         435.77
         216.39         489.07
         451.35         445.10
         701.58         753.85
         319.80         592.61
         110.57         421.66
         554.67         542.78
          58.92         593.20
         224.49         606.67
         184.24         634.15
          80.34         662.65
         150.62         798.95
         910.62         222.26
          60.64         770.17
         420.91         325.79
         202.87         277.37
         275.54         183.05
         171.75         748.34
         664.12         827.72
         503.96         404.70
         403.44         823.89
          78.55        1115.06
         102.29         427.99
         184.88         270.39
          51.47         266.30
         490.65         254.36
         697.88         723.83
         262.88         367.96
         400.53         474.09
         204.48         340.33
         378.72         314.22
         495.38         440.26
         238.95         609.68
         105.44         539.39
          31.28         612.53
         365.21         527.44
         415.50         540.31
         268.68         222.04
          21.11         325.08
         450.32         382.74
         179.74         301.53
         245.50         661.30
         215.05         406.60
         177.67         599.50
         111.59         337.44
         280.48         232.56
         380.85         566.52
         108.01         325.30
         230.86         283.40
         339.92         451.27
        1117.93         704.11
         118.89         412.81
         142.52         553.81
         342.89         390.08
         427.44         138.13
         207.09         957.32
         337.55         370.34
         295.93         507.06
         967.78         157.92
         893.87         563.80
         515.18         868.90
         310.39         630.63
         159.46         475.10
         152.51         529.32
          84.67         347.43
         257.80         292.07
         686.06         470.18
          19.94         638.05
          51.52         487.79
          27.74         527.00
         126.12         692.36
         836.28         623.20
         777.67         815.34
         327.27         832.06
         258.65         446.75
         192.36         769.07
         371.94         598.49
         588.92         339.74
         168.73         684.34
         173.25         302.85
         145.96         680.65
          85.90         465.61
         357.91         290.45
         227.03         467.93
         522.49         344.30
         298.51         553.30
         243.04         690.00
          57.98         489.13
